product_id,department_id,department,product_name
350,3,Clothing,Product_350_Fund
958,3,Electronics,Product_958_Author
430,1,Toys,Product_430_Force
386,1,Electronics,Product_386_Him
966,4,Sports,Product_966_Door
984,4,Clothing,Product_984_Cause
765,2,Home,Product_765_Recognize
943,6,Books,Product_943_Present
126,2,Electronics,Product_126_Central
991,1,Electronics,Product_991_Among
759,3,Toys,Product_759_Great
146,1,Toys,Product_146_Now
72,3,Clothing,Product_72_Parent
411,5,Sports,Product_411_Institution
879,5,Clothing,Product_879_Able
580,6,Clothing,Product_580_Fill
147,5,Clothing,Product_147_Too
186,2,Sports,Product_186_Mention
7,5,Home,Product_7_Yard
360,2,Home,Product_360_Baby
960,4,Sports,Product_960_You
317,2,Books,Product_317_Process
896,2,Clothing,Product_896_Myself
720,1,Books,Product_720_Manager
280,1,Home,Product_280_Condition
185,1,Electronics,Product_185_Public
30,1,Home,Product_30_Thousand
274,6,Electronics,Product_274_Finally
711,3,Books,Product_711_Difference
850,6,Books,Product_850_Can
674,2,Electronics,Product_674_Itself
624,5,Home,Product_624_Bag
27,6,Clothing,Product_27_New
571,1,Books,Product_571_Room
869,4,Books,Product_869_Whether
692,3,Electronics,Product_692_Develop
629,3,Toys,Product_629_Several
637,5,Books,Product_637_Voice
839,1,Sports,Product_839_Million
786,3,Sports,Product_786_Record
575,2,Sports,Product_575_Relate
900,4,Books,Product_900_Probably
440,4,Books,Product_440_Seven
,4,Sports,Product_827_Area
232,3,Clothing,Product_232_Skill
588,1,Clothing,Product_588_Mean
286,1,Books,Product_286_Class
781,2,Home,Product_781_Inside
975,6,Electronics,Product_975_Reveal
377,3,Home,Product_377_Board
377,3,Home,Product_377_Board
866,3,Clothing,Product_866_Green
359,5,Home,Product_359_Create
661,6,Toys,Product_661_Law
283,6,Electronics,Product_283_Write
230,4,Books,Product_230_Firm
,4,Home,Product_494_Hotel
673,5,Toys,Product_673_After
159,1,Electronics,Product_159_Cover
218,3,Electronics,Product_218_Role
520,5,Home,Product_520_Bad
592,1,Clothing,Product_592_Truth
107,4,Sports,Product_107_After
361,3,Toys,Product_361_Successful
320,5,Books,Product_320_Soon
615,5,Clothing,Product_615_Wide
295,4,Clothing,Product_295_Scene
337,2,Books,Product_337_System
968,6,Electronics,Product_968_Health
889,4,Toys,Product_889_Executive
434,4,Sports,Product_434_Father
769,5,Electronics,Product_769_Travel
950,1,Electronics,Product_950_Important
895,1,Sports,Product_895_Could
363,4,Sports,Product_363_Market
421,4,Electronics,Product_421_Feel
126,2,Electronics,Product_126_Central
687,3,Sports,Product_687_For
338,4,Home,Product_338_Property
929,4,Electronics,Product_929_Understand
576,6,Books,Product_576_Student
601,3,Clothing,Product_601_Specific
62,4,Clothing,Product_62_Thought
570,6,Clothing,Product_570_Certain
134,1,Clothing,Product_134_Light
832,2,Sports,Product_832_Another
382,5,Books,Product_382_Sign
757,5,Clothing,Product_757_Between
763,5,Books,Product_763_None
99,5,Sports,Product_99_Down
443,5,Home,Product_443_Front
96,2,Electronics,Product_96_Her
88,3,Sports,Product_88_The
,4,Sports,Product_852_Describe
94,2,Toys,Product_94_Pick
69,3,Electronics,Product_69_Before
486,1,Toys,Product_486_For
704,5,Clothing,Product_704_Defense
157,2,Clothing,Product_157_Sister
384,5,Clothing,Product_384_Throw
262,6,Toys,Product_262_Build
682,5,Books,Product_682_South
953,3,Electronics,Product_953_Town
438,3,Sports,Product_438_State
321,4,Home,Product_321_Month
98,4,Sports,Product_98_Heavy
748,6,Home,Product_748_Husband
426,4,Toys,Product_426_Each
409,5,Home,Product_409_Out
982,2,Home,Product_982_Evidence
848,5,Clothing,Product_848_Argue
348,4,Books,Product_348_Image
424,4,Home,Product_424_Administration
234,2,Clothing,Product_234_Style
910,5,Sports,Product_910_Late
463,3,Toys,Product_463_Professional
979,2,Electronics,Product_979_Common
221,4,Books,Product_221_Continue
887,5,Books,Product_887_Single
739,6,Toys,Product_739_Within
565,1,Toys,Product_565_Low
788,4,Toys,Product_788_Too
899,6,Electronics,Product_899_Friend
667,1,Toys,Product_667_Pressure
671,4,Home,Product_671_East
874,3,Clothing,Product_874_Hope
118,5,Sports,Product_118_Public
719,5,Clothing,Product_719_Could
813,6,Clothing,Product_813_Agree
102,2,Toys,Product_102_Hear
441,6,Home,Product_441_War
620,1,Home,Product_620_Rest
518,5,Sports,Product_518_Suggest
465,2,Home,Product_465_Speech
302,3,Books,Product_302_Increase
784,5,Home,Product_784_Partner
612,6,Electronics,Product_612_Each
391,4,Home,Product_391_Difference
333,3,Home,Product_333_Industry
558,6,Clothing,Product_558_Table
562,4,Home,Product_562_Course
600,4,Toys,Product_600_People
649,2,Toys,Product_649_Remain
640,3,Sports,Product_640_Conference
282,6,Books,Product_282_Civil
130,4,Toys,Product_130_Base
,1,Toys,Product_68_Agreement
152,3,Books,Product_152_Media
623,2,Home,Product_623_Simple
330,4,Electronics,Product_330_Spring
83,5,Clothing,Product_83_General
921,5,Books,Product_921_Specific
76,2,Home,Product_76_Maintain
455,4,Toys,Product_455_Condition
932,5,Books,Product_932_Fact
730,6,Toys,Product_730_Life
503,4,Electronics,Product_503_Money
111,5,Sports,Product_111_Sound
703,1,Toys,Product_703_Focus
437,4,Home,Product_437_Speech
412,1,Toys,Product_412_Or
868,6,Sports,Product_868_Indicate
491,3,Electronics,Product_491_Billion
63,4,Electronics,Product_63_Stop
32,6,Home,Product_32_Together
988,1,Books,Product_988_Child
659,2,Sports,Product_659_Hospital
470,6,Books,Product_470_Until
309,6,Toys,Product_309_Situation
534,1,Toys,Product_534_Cultural
675,4,Toys,Product_675_Along
888,3,Clothing,Product_888_General
931,6,Sports,Product_931_Which
803,5,Electronics,Product_803_Nature
745,3,Sports,Product_745_Amount
89,2,Sports,Product_89_Physical
454,3,Clothing,Product_454_Several
926,4,Books,Product_926_Any
224,3,Books,Product_224_Adult
742,6,Books,Product_742_Require
919,2,Toys,Product_919_Network
976,6,Books,Product_976_College
131,5,Electronics,Product_131_Determine
233,5,Books,Product_233_Business
863,3,Home,Product_863_Boy
260,2,Electronics,Product_260_Answer
108,2,Sports,Product_108_Report
,4,Books,Product_544_Read
357,3,Books,Product_357_Others
33,6,Books,Product_33_Card
664,2,Toys,Product_664_Raise
488,3,Books,Product_488_Help
734,2,Home,Product_734_Factor
31,3,Books,Product_31_My
,6,Home,Product_270_Analysis
53,6,Electronics,Product_53_Send
226,6,Sports,Product_226_Area
358,3,Toys,Product_358_Follow
514,5,Sports,Product_514_Tough
267,5,Electronics,Product_267_Always
297,4,Toys,Product_297_Develop
568,5,Sports,Product_568_Community
